nom,circuit,date,heure_depart,vitesse_moyenne,categorie,distance,categorie2,categorie3,score_denivele,denivele,ville_depart,ville_arrivee,rang_course,score_qualite_ligne_depart,maniere_gagner,temperature,premier,deuxieme,troisieme,quatrieme,cinquieme,sixieme,septieme,huitieme,neuvieme,dixieme
Circuit Franco-Belge,1.Pro,28 September 2023,13:10,42.693,ME - Men Elite,190.6,1.PRO,UCI.WR.Pro,92.0,2173.0,Tournai,Mont-de-l'Enclus,55.0,366.0,Sprint of small group,20.0,DE LIE Arnaud,TILLER Rasmus,STRONG Corbin,JOHANNESSEN Tobias Halland,SÉNÉCHAL Florian,ROTA Lorenzo,ZIMMERMANN Georg,LAMPAERT Yves,SKUJIŅŠ Toms,TURGIS Anthony
Giro dell'Emilia,1.Pro,30 September 2023,11:10,42.266,ME - Men Elite,204.1,1.PRO,UCI.WR.Pro,250.0,3027.0,Carpi,San Luca,19.0,815.0,Sprint of small group,25.0,ROGLIČ Primož,POGAČAR Tadej,YATES Simon,MAS Enric,WOODS Michael,VLASOV Aleksandr,CARAPAZ Richard,CICCONE Giulio,YATES Adam,BARGUIL Warren
Coppa Bernocchi - GP Banco BPM,1.Pro,02 October 2023,11:00,44.82,ME - Men Elite,186.65,1.PRO,UCI.WR.Pro,88.0,2093.0,Parabiago,Legnano,40.0,492.0,Sprint of small group,24.0,VAN AERT Wout,ALBANESE Vincenzo,BAGIOLI Andrea,HIRSCHI Marc,MASNADA Fausto,BENOOT Tiesj,SCARONI Christian,ALAPHILIPPE Julian,TRATNIK Jan,IZAGIRRE Ion
Sparkassen Münsterland Giro,1.Pro,03 October 2023,13:00,44.555,ME - Men Elite,194.2,1.PRO,UCI.WR.Pro,39.0,1724.0,Osnabrück,Münster,53.0,372.0,2.4 km solo,16.0,HAGENES Per Strand,GROVES Kaden,PEDERSEN Mads,EEKHOFF Nils,LAPORTE Christophe,VAN POPPEL Danny,WÆRENSKJOLD Søren,AFFINI Edoardo,PLANCKAERT Edward,KOCH Jonas
Tre Valli Varesine,1.Pro,03 October 2023,12:00,42.698,ME - Men Elite,196.54,1.PRO,UCI.WR.Pro,153.0,3464.0,Busto Arsizio,Varese,10.0,937.0,9.5 km solo,24.0,VAN WILDER Ilan,CARAPAZ Richard,VLASOV Aleksandr,ROGLIČ Primož,POGAČAR Tadej,WOODS Michael,ZANA Filippo,IZAGIRRE Ion,RODRÍGUEZ Carlos,O'CONNOR Ben
Gran Piemonte,1.Pro,05 October 2023,12:40,45.505,ME - Men Elite,152.0,1.PRO,UCI.WR.Pro,127.0,1788.0,Borgofranco d'Ivrea,Favria,30.0,588.0,Sprint of 4 riders,23.0,BAGIOLI Andrea,HIRSCHI Marc,ARANBURU Alex,GANNA Filippo,COSTA Rui,ZIMMERMANN Georg,MARCELLUSI Martin,TEJADA Harold,TIBERI Antonio,SCHULTZ Nick
Paris - Tours Elite,1.Pro,08 October 2023,11:55,45.986,ME - Men Elite,213.9,1.PRO,UCI.WR.Pro,34.0,1242.0,Chartres,Tours,43.0,463.0,Sprint of small group,,SHEEHAN Riley,ASKEY Lewis,JOHANNESSEN Tobias Halland,DELBOVE Joris,LE GAC Olivier,LAPORTE Christophe,VAN ASBROECK Tom,DÉMARE Arnaud,THEUNS Edward,PENHOËT Paul
Giro del Veneto,1.Pro,11 October 2023,12:45,45.755,ME - Men Elite,170.12,1.PRO,UCI.WR.Pro,68.0,1566.0,Tombolo,Vicenza,65.0,307.0,Sprint of small group,,GODON Dorian,JOHANNESSEN Tobias Halland,VERMEERSCH Florian,STRONG Corbin,HIRSCHI Marc,MOZZATO Luca,BATTISTELLA Samuele,LOUVEL Matis,KRON Andreas,BRAMBILLA Gianluca
Japan Cup Cycle Road Race,1.Pro,15 October 2023,10:00,38.557,ME - Men Elite,133.9,1.PRO,UCI.WR.Pro,200.0,3232.0,Utsunomiya,Utsunomiya,102.0,218.0,Sprint of 3 riders,,COSTA Rui,ENGELHARDT Felix,MARTIN Guillaume,VAN GILS Maxim,ZIMMERMANN Georg,SHEEHAN Riley,ZINGLE Axel,ROTA Lorenzo,VALGREN Michael,BERNARD Julien
Veneto Classic,1.Pro,15 October 2023,12:00,43.587,ME - Men Elite,196.25,1.PRO,UCI.WR.Pro,122.0,2502.0,Mel,Bassano del Grappa,73.0,296.0,4.2 km solo,,FORMOLO Davide,HIRSCHI Marc,ZANA Filippo,VENDRAME Andrea,KRON Andreas,BATTISTELLA Samuele,VERMEERSCH Florian,TRÆEN Torstein,LAURANCE Axel,FIORELLI Filippo
