nom,circuit,date,heure_depart,vitesse_moyenne,categorie,distance,categorie2,categorie3,score_denivele,denivele,ville_depart,ville_arrivee,rang_course,score_qualite_ligne_depart,maniere_gagner,temperature,premier,deuxieme,troisieme,quatrieme,cinquieme,sixieme,septieme,huitieme,neuvieme,dixieme
Vuelta a Burgos,2.Pro,15 August 2023,12:55,44.116,ME - Men Elite,161.0,2.PRO.Stage,UCI.WR.Pro.Stage,25.0,1403.0,Villalba de Duero,Burgos,81.0,277.0,Sprint of large group,,MOLANO Juan Sebastián,GARCÍA CORTINA Iván,AFFINI Edoardo,KORETZKY Victor,LEITÃO Iúri,VENDRAME Andrea,BRAMBILLA Gianluca,PEÑALVER Manuel,QUINN Sean,VLASOV Aleksandr
Vuelta a Burgos,2.Pro,16 August 2023,15:27,53.713,ME - Men Elite,13.1,2.Pro.TTT,UCI.WR.Pro.Stage,16.0,201.0,Oña,Poza de la Sal,81.0,277.0,,,VALTER Attila,ROGLIČ Primož,BOUWMAN Koen,TRATNIK Jan,GESINK Robert,AFFINI Edoardo,LEEMREIZE Gijs,GARCÍA CORTINA Iván,RUBIO Einer,VERONA Carlos
Vuelta a Burgos,2.Pro,17 August 2023,12:03,41.278,ME - Men Elite,183.0,2.PRO.Stage,UCI.WR.Pro.Stage,183.0,3055.0,Sargentes de la Lora,Villarcayo,81.0,277.0,Sprint of small group,22.0,ROGLIČ Primož,VLASOV Aleksandr,YATES Adam,HOWSON Damien,ROMO Javier,BENNETT George,RUBIO Einer,PRODHOMME Nicolas,CASTRILLO Pablo,QUINN Sean
Vuelta a Burgos,2.Pro,18 August 2023,13:00,39.901,ME - Men Elite,157.0,2.PRO.Stage,UCI.WR.Pro.Stage,67.0,2229.0,Santa Gadea del Cid,Pradoluengo (Acebel-Vizcarra),81.0,277.0,Sprint of small group,,LAZKANO Oier,BUITRAGO Santiago,GARCÍA PIERNA Raúl,CAICEDO Jonathan Klever,BRAMBILLA Gianluca,LÓPEZ Harold Martín,FABBRO Matteo,BOU Joan,VINE Jay,GARCÍA CORTINA Iván
Vuelta a Burgos,2.Pro,19 August 2023,12:38,38.629,ME - Men Elite,160.0,2.PRO.Stage,UCI.WR.Pro.Stage,216.0,2708.0,Golmayo,Lagunas de Neila,81.0,277.0,Sprint of small group,,ROGLIČ Primož,YATES Adam,VLASOV Aleksandr,VINE Jay,RUBIO Einer,BUITRAGO Santiago,HOWSON Damien,VALTER Attila,CAICEDO Jonathan Klever,CARUSO Damiano
Arctic Race of Norway,2.Pro,20 August 2023,13:40,42.737,ME - Men Elite,171.4,2.PRO.Stage,UCI.WR.Pro.Stage,136.0,2053.0,Kvalsund,Nordkapp,146.0,122.0,Sprint of small group,,CHAMPOUSSIN Clément,EIKING Odd Christian,GAZZOLI Michele,JOHANNESSEN Tobias Halland,DINHAM Matthew,SCARONI Christian,BONNEU Kamiel,TEUNS Dylan,VERMAERKE Kevin,WILLIAMS Stephen
Arctic Race of Norway,2.Pro,17 August 2023,14:10,41.688,ME - Men Elite,171.0,2.PRO.Stage,UCI.WR.Pro.Stage,39.0,1357.0,Kautokeino,Alta,146.0,122.0,Sprint of large group,11.0,DAINESE Alberto,HOBBS Noah,CHAMPOUSSIN Clément,BRUSTENGA Marc,ANGULO Antonio,LEDANOIS Kévin,JENSEN August,URIANSTAD BUGGE Martin,TIZZA Marco,JOYCE Colin
Arctic Race of Norway,2.Pro,18 August 2023,14:25,44.126,ME - Men Elite,153.4,2.PRO.Stage,UCI.WR.Pro.Stage,64.0,1588.0,Alta,Hammerfest,146.0,122.0,Sprint of large group,,GAZZOLI Michele,SCARONI Christian,LASTRA Jonathan,GRUEL Thibaud,FRETIN Milan,VERMAERKE Kevin,MARIS Elias,JOHANNESSEN Tobias Halland,TEUNS Dylan,DREGE André
Arctic Race of Norway,2.Pro,19 August 2023,14:00,41.24,ME - Men Elite,167.0,2.PRO.Stage,UCI.WR.Pro.Stage,156.0,2183.0,Hammerfest,Havøysund,146.0,122.0,Sprint of small group,,WILLIAMS Stephen,CHAMPOUSSIN Clément,SCARONI Christian,JOHANNESSEN Tobias Halland,TEUNS Dylan,ADRIÀ Roger,DINHAM Matthew,MARTIN Guillaume,VERMAERKE Kevin,BONNEU Kamiel
Arctic Race of Norway,2.Pro,20 August 2023,13:40,42.737,ME - Men Elite,171.4,2.PRO.Stage,UCI.WR.Pro.Stage,136.0,2053.0,Kvalsund,Nordkapp,146.0,122.0,Sprint of small group,,CHAMPOUSSIN Clément,EIKING Odd Christian,GAZZOLI Michele,JOHANNESSEN Tobias Halland,DINHAM Matthew,SCARONI Christian,BONNEU Kamiel,TEUNS Dylan,VERMAERKE Kevin,WILLIAMS Stephen
Deutschland Tour,2.Pro,27 August 2023,12:50,47.549,ME - Men Elite,175.6,2.PRO.Stage,UCI.WR.Pro.Stage,2.0,455.0,Hannover,Bremen,59.0,354.0,Sprint of large group,,DE KLEIJN Arvid,BAUHAUS Phil,MAYRHOFER Marius,JEANNIÈRE Emilien,SELIG Rüdiger,VERNON Ethan,ACKERMANN Pascal,MOSCHETTI Matteo,BENNETT Sam,TESFATSION Natnael
Deutschland Tour,2.Pro,23 August 2023,15:48,57.902,ME - Men Elite,2.3,2.PRO.Stage,UCI.WR.Pro.Stage,1.0,15.0,Sankt Wendel,Sankt Wendel,59.0,354.0,Time Trial,29.0,VERNON Ethan,PEDERSEN Mads,ZIJLAARD Maikel,VAN POPPEL Danny,POLITT Nils,STEIMLE Jannik,TILLER Rasmus,MIHKELS Madis,BENNETT Sam,HALLER Marco
Deutschland Tour,2.Pro,24 August 2023,12:35,41.684,ME - Men Elite,179.0,2.PRO.Stage,UCI.WR.Pro.Stage,120.0,2600.0,Sankt Wendel,Merzig,59.0,354.0,Sprint of small group,27.0,VAN WILDER Ilan,GROßSCHARTNER Felix,SIVAKOV Pavel,VERMAERKE Kevin,BILBAO Pello,TEUNS Dylan,VAN POPPEL Danny,VERNON Ethan,ARNDT Nikias,KIRSCH Alex
Deutschland Tour,2.Pro,25 August 2023,11:55,40.28,ME - Men Elite,201.3,2.PRO.Stage,UCI.WR.Pro.Stage,129.0,3293.0,Kassel,Winterberg,59.0,354.0,6 km solo,19.0,MÜHLBERGER Gregor,ARANBURU Alex,VERMAERKE Kevin,SIVAKOV Pavel,VAN WILDER Ilan,VAN POPPEL Danny,POLITT Nils,ZIMMERMANN Georg,TILLER Rasmus,VACEK Mathias
Deutschland Tour,2.Pro,26 August 2023,13:45,43.483,ME - Men Elite,173.8,2.PRO.Stage,UCI.WR.Pro.Stage,55.0,2154.0,Arnsberg,Essen,59.0,354.0,Sprint of large group,21.0,MIHKELS Madis,VAN POPPEL Danny,HERMANS Quinten,BAUHAUS Phil,VERNON Ethan,JEANNIÈRE Emilien,ARANBURU Alex,ZABEL Rick,PEDERSEN Mads,BRAMBILLA Gianluca
Deutschland Tour,2.Pro,27 August 2023,12:50,47.549,ME - Men Elite,175.6,2.PRO.Stage,UCI.WR.Pro.Stage,2.0,455.0,Hannover,Bremen,59.0,354.0,Sprint of large group,19.0,DE KLEIJN Arvid,BAUHAUS Phil,MAYRHOFER Marius,JEANNIÈRE Emilien,SELIG Rüdiger,VERNON Ethan,ACKERMANN Pascal,MOSCHETTI Matteo,BENNETT Sam,TESFATSION Natnael
Tour of Britain,2.Pro,10 September 2023,11:25,43.005,ME - Men Elite,166.8,2.PRO.Stage,UCI.WR.Pro.Stage,145.0,2525.0,Margam Country Park,Caerphilly,78.0,286.0,12.8 km solo,,RODRÍGUEZ Carlos,VAN AERT Wout,HOWSON Damien,JOHANNESSEN Tobias Halland,SHEFFIELD Magnus,POLITT Nils,KYFFIN Zeb,DONOVAN Mark,MÜHLBERGER Gregor,BONNEU Kamiel
Tour of Britain,2.Pro,03 September 2023,12:00,41.968,ME - Men Elite,161.6,2.PRO.Stage,UCI.WR.Pro.Stage,52.0,2032.0,Altrincham,Manchester,78.0,286.0,Sprint of large group,22.0,KOOIJ Olav,VAN AERT Wout,BENNETT Sam,KANTER Max,VERNON Ethan,FREDHEIM Stian,BOMBOI Davide,VAN POPPEL Danny,SERRANO Gonzalo,TOWNSEND Rory
Tour of Britain,2.Pro,04 September 2023,12:00,46.16,ME - Men Elite,109.9,2.PRO.Stage,UCI.WR.Pro.Stage,10.0,830.0,Wrexham,Wrexham,78.0,286.0,Sprint of large group,25.0,KOOIJ Olav,VAN POPPEL Danny,VAN AERT Wout,BENNETT Sam,KANTER Max,VERNON Ethan,LAMPERTI Luke,FREDHEIM Stian,PIDCOCK Thomas,BOMBOI Davide
Tour of Britain,2.Pro,05 September 2023,11:45,45.066,ME - Men Elite,154.7,2.PRO.Stage,UCI.WR.Pro.Stage,6.0,699.0,Goole,Beverley,78.0,286.0,Sprint of large group,,KOOIJ Olav,VAN POPPEL Danny,VERNON Ethan,KANTER Max,TILLER Rasmus,PIDCOCK Thomas,DONALDSON Robert,VAN UDEN Casper,TOWNSEND Rory,BOMBOI Davide
Tour of Britain,2.Pro,06 September 2023,11:25,44.295,ME - Men Elite,166.6,2.PRO.Stage,UCI.WR.Pro.Stage,4.0,975.0,Sherwood Forest,Newark-on-Trent,78.0,286.0,Sprint of large group,25.0,KOOIJ Olav,VAN UDEN Casper,VERNON Ethan,FRETIN Milan,KANTER Max,FREDHEIM Stian,PERSICO Davide,TURNER Ben,BENNETT Sam,BOMBOI Davide
Tour of Britain,2.Pro,07 September 2023,11:00,44.386,ME - Men Elite,192.4,2.PRO.Stage,UCI.WR.Pro.Stage,8.0,1000.0,Felixstowe,Felixstowe,78.0,286.0,0.9 km solo,27.0,VAN AERT Wout,VERNON Ethan,VAN POPPEL Danny,SALBY Alexander,KANTER Max,PERSICO Davide,FRETIN Milan,BOMBOI Davide,PIDCOCK Thomas,FREDHEIM Stian
Tour of Britain,2.Pro,08 September 2023,12:00,45.085,ME - Men Elite,146.2,2.PRO.Stage,UCI.WR.Pro.Stage,6.0,850.0,Southend-on-Sea,Harlow,78.0,286.0,Sprint of large group,28.0,VAN POPPEL Danny,VERNON Ethan,GUDMESTAD Tord,KOOIJ Olav,VAN UDEN Casper,PARISINI Nicolò,PERSICO Davide,DONALDSON Robert,PIDCOCK Thomas,SAJNOK Szymon
Tour of Britain,2.Pro,09 September 2023,11:15,44.412,ME - Men Elite,170.9,2.PRO.Stage,UCI.WR.Pro.Stage,71.0,1865.0,Tewkesbury,Gloucester,78.0,286.0,Sprint of small group,28.0,TILLER Rasmus,VAN POPPEL Danny,WILLIAMS Stephen,MÜHLBERGER Gregor,HOWSON Damien,JOHANNESSEN Tobias Halland,KYFFIN Zeb,SHEFFIELD Magnus,JOHNSTON Liam,DONOVAN Mark
Tour of Britain,2.Pro,10 September 2023,11:25,43.005,ME - Men Elite,166.8,2.PRO.Stage,UCI.WR.Pro.Stage,145.0,2525.0,Margam Country Park,Caerphilly,78.0,286.0,12.8 km solo,22.0,RODRÍGUEZ Carlos,VAN AERT Wout,HOWSON Damien,JOHANNESSEN Tobias Halland,SHEFFIELD Magnus,POLITT Nils,KYFFIN Zeb,DONOVAN Mark,MÜHLBERGER Gregor,BONNEU Kamiel
Tour of Taihu Lake,2.Pro,17 September 2023,10:30,44.298,ME - Men Elite,72.44,2.PRO.Stage,UCI.WR.Pro.Stage,12.0,606.0,Gaochun,Gaochun,183.0,32.0,Sprint of large group,,JACKSON George,CARSTENSEN Lucas,BANASZEK Norbert,VAN DE PAAR Jarne,DALLA VALLE Nicolas,FERNÁNDEZ Miguel Ángel,ZANONCELLO Enrico,BUDZINSKI Tomasz,LI Shuai,JIANG Zhi Hui
Tour of Taihu Lake,2.Pro,14 September 2023,10:20,50.075,ME - Men Elite,88.8,2.PRO.Stage,UCI.WR.Pro.Stage,9.0,393.0,Wuxi,Wuxi,183.0,32.0,Sprint of large group,,ZANONCELLO Enrico,CONFORTI Lorenzo,VAN DE PAAR Jarne,VIVIANI Attilio,FERNÁNDEZ Miguel Ángel,BOGDANOVIČS Māris,BOSTOCK Matthew,SIRIRONNACHAI Sarawut,JACKSON George,RASCH Jesper
Tour of Taihu Lake,2.Pro,15 September 2023,10:00,48.191,ME - Men Elite,127.6,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,81.0,Kunshan,Kunshan,183.0,32.0,Sprint of large group,27.0,VAN DE PAAR Jarne,JACKSON George,ZANONCELLO Enrico,FERNÁNDEZ Miguel Ángel,CARSTENSEN Lucas,BANASZEK Norbert,TRARIEUX Julien,MUDGWAY Luke,RASCH Jesper,VIVIANI Attilio
Tour of Taihu Lake,2.Pro,16 September 2023,11:00,48.426,ME - Men Elite,116.8,2.PRO.Stage,UCI.WR.Pro.Stage,0.0,118.0,Wujiang,Wujiang,183.0,32.0,Sprint of large group,24.0,JACKSON George,RASCH Jesper,VAN DE PAAR Jarne,MORA Sebastián,VIVIANI Attilio,BANASZEK Norbert,GABBURO Davide,BOGDANOVIČS Māris,CONFORTI Lorenzo,JIANG Zhi Hui
Tour of Taihu Lake,2.Pro,17 September 2023,10:30,44.298,ME - Men Elite,72.44,2.PRO.Stage,UCI.WR.Pro.Stage,12.0,606.0,Gaochun,Gaochun,183.0,32.0,Sprint of large group,29.0,JACKSON George,CARSTENSEN Lucas,BANASZEK Norbert,VAN DE PAAR Jarne,DALLA VALLE Nicolas,FERNÁNDEZ Miguel Ángel,ZANONCELLO Enrico,BUDZINSKI Tomasz,LI Shuai,JIANG Zhi Hui
Škoda Tour Luxembourg,2.Pro,24 September 2023,10:35,42.972,ME - Men Elite,177.2,2.PRO.Stage,UCI.WR.Pro.Stage,143.0,3030.0,Mersch,Luxembourg,35.0,532.0,1.6 km solo,,JOHANNESSEN Tobias Halland,ARANBURU Alex,BONNAMOUR Franck,MADOUAS Valentin,VANSEVENANT Mauri,COSTIOU Ewen,TESFATSION Natnael,OOMEN Sam,VERGALLITO Luca,GALL Felix
Škoda Tour Luxembourg,2.Pro,20 September 2023,13:08,40.62,ME - Men Elite,156.4,2.PRO.Stage,UCI.WR.Pro.Stage,128.0,2409.0,Luxembourg,Luxembourg,35.0,532.0,Sprint of large group,23.0,STRONG Corbin,KRAGH ANDERSEN Søren,ARANBURU Alex,ULISSI Diego,BENOOT Tiesj,PLUIMERS Rick,CICCONE Giulio,KIRSCH Alex,MASNADA Fausto,VAN WILDER Ilan
Škoda Tour Luxembourg,2.Pro,21 September 2023,11:02,40.691,ME - Men Elite,183.9,2.PRO.Stage,UCI.WR.Pro.Stage,89.0,2670.0,Mondorf-les-Bains,Mamer,35.0,532.0,Sprint of large group,20.0,BIERMANS Jenthe,KRAGH ANDERSEN Søren,VAN DIJKE Tim,MEEUS Jordi,BAGIOLI Andrea,KIRSCH Alex,ARANBURU Alex,VAN GILS Maxim,BONNAMOUR Franck,PLUIMERS Rick
Škoda Tour Luxembourg,2.Pro,22 September 2023,13:00,39.384,ME - Men Elite,168.4,2.PRO.Stage,UCI.WR.Pro.Stage,191.0,3314.0,Mertert,Vianden,35.0,532.0,18 km solo,15.0,HEALY Ben,HIRSCHI Marc,TEUNS Dylan,VAN GILS Maxim,MCNULTY Brandon,RYAN Archie,JORGENSON Matteo,KRAGH ANDERSEN Søren,CARAPAZ Richard,BENOOT Tiesj
Škoda Tour Luxembourg,2.Pro,23 September 2023,15:30,51.032,ME - Men Elite,23.9,2.PRO.Stage,UCI.WR.Pro.Stage,14.0,237.0,Pétange,Pétange,35.0,532.0,Time Trial,15.0,CAMPENAERTS Victor,MCNULTY Brandon,ULISSI Diego,GROßSCHARTNER Felix,VAN WILDER Ilan,BOUWMAN Koen,HIRSCHI Marc,O'CONNOR Ben,KIRSCH Alex,KLUCKERS Arthur
Škoda Tour Luxembourg,2.Pro,24 September 2023,10:35,42.972,ME - Men Elite,177.2,2.PRO.Stage,UCI.WR.Pro.Stage,143.0,3030.0,Mersch,Luxembourg,35.0,532.0,1.6 km solo,15.0,JOHANNESSEN Tobias Halland,ARANBURU Alex,BONNAMOUR Franck,MADOUAS Valentin,VANSEVENANT Mauri,COSTIOU Ewen,TESFATSION Natnael,OOMEN Sam,VERGALLITO Luca,GALL Felix
PETRONAS Le Tour de Langkawi,2.Pro,30 September 2023,12:14,48.792,ME - Men Elite,156.5,2.PRO.Stage,UCI.WR.Pro.Stage,8.0,651.0,Setia Alam,Kuala Lumpur ,167.0,80.0,Sprint of large group,,SYRITSA Gleb,BABOR Daniel,DE KLEIJN Arvid,WEEMAES Sasha,ABDUL HALIL Mohamad Izzat Hilmi,JACKSON George,ZANONCELLO Enrico,VIVIANI Attilio,SIRIRONNACHAI Sarawut,KREDER Raymond
PETRONAS Le Tour de Langkawi,2.Pro,23 September 2023,11:15,42.302,ME - Men Elite,187.4,2.PRO.Stage,UCI.WR.Pro.Stage,11.0,1071.0,Kerteh,Kuala Terengganu,167.0,80.0,Sprint of large group,29.0,DE KLEIJN Arvid,WEEMAES Sasha,SYRITSA Gleb,ABDUL HALIL Mohamad Izzat Hilmi,ZANONCELLO Enrico,CONFORTI Lorenzo,CANAL Carlos,BÁRTA Tomáš,SALEH Mohd Harrif,MAZUKI Nur Amirul Fakhruddin
PETRONAS Le Tour de Langkawi,2.Pro,24 September 2023,10:12,43.772,ME - Men Elite,186.2,2.PRO.Stage,UCI.WR.Pro.Stage,9.0,1014.0,Kuala Terengganu,Kota Bharu,167.0,80.0,Sprint of large group,29.0,SYRITSA Gleb,DE KLEIJN Arvid,ZANONCELLO Enrico,BABOR Daniel,GABBURO Davide,CONFORTI Lorenzo,KREDER Raymond,ONAKA Riku,ZIJLAARD Maikel,IACCHI Alessandro
PETRONAS Le Tour de Langkawi,2.Pro,25 September 2023,10:17,43.215,ME - Men Elite,183.1,2.PRO.Stage,UCI.WR.Pro.Stage,134.0,3606.0,Jeli,Baling,167.0,80.0,Sprint of large group,27.0,JACKSON George,ZANONCELLO Enrico,CANAL Carlos,VAN HOECKE Gijs,MEIJERS Jeroen,ROSLI Muhammad Nur Aiman Bin,SAINBAYAR Jambaljamts,CONFORTI Lorenzo,KONYCHEV Alexander,SORARRAIN Gorka
PETRONAS Le Tour de Langkawi,2.Pro,26 September 2023,10:16,45.206,ME - Men Elite,140.2,2.PRO.Stage,UCI.WR.Pro.Stage,6.0,418.0,Bukit Mertajam,Meru Raya,167.0,80.0,Sprint of large group,28.0,BABOR Daniel,JACKSON George,WEEMAES Sasha,CANAL Carlos,CONFORTI Lorenzo,VIVIANI Attilio,BOGDANOVIČS Māris,DE KLEIJN Arvid,ZANONCELLO Enrico,SYRITSA Gleb
PETRONAS Le Tour de Langkawi,2.Pro,27 September 2023,10:15,37.158,ME - Men Elite,126.4,2.PRO.Stage,UCI.WR.Pro.Stage,322.0,2671.0,Slim River,Genting Highlands,167.0,80.0,3.5 km solo,31.0,CARR Simon,CEPEDA Jefferson Alexander,CASTRILLO Pablo,BOU Joan,PRONSKIY Vadim,DOUBLE Paul,VAN ENGELEN Adne,MURGUIALDAY Jokin,AGIRRE Jon,LÓPEZ Harold Martín
PETRONAS Le Tour de Langkawi,2.Pro,28 September 2023,10:16,42.164,ME - Men Elite,174.5,2.PRO.Stage,UCI.WR.Pro.Stage,27.0,1396.0,Karak,Melaka,167.0,80.0,Sprint of large group,32.0,DE KLEIJN Arvid,WEEMAES Sasha,SYRITSA Gleb,ZANONCELLO Enrico,BABOR Daniel,VAN HOECKE Gijs,KONYCHEV Alexander,BOSTOCK Matthew,CANAL Carlos,VIVIANI Attilio
PETRONAS Le Tour de Langkawi,2.Pro,29 September 2023,09:12,48.949,ME - Men Elite,123.8,2.PRO.Stage,UCI.WR.Pro.Stage,11.0,677.0,Muar,Seremban,167.0,80.0,Sprint of large group,31.0,WEEMAES Sasha,DE KLEIJN Arvid,SYRITSA Gleb,BOSTOCK Matthew,VIVIANI Attilio,KREDER Raymond,REGUIGUI Youcef,ZANONCELLO Enrico,ZIJLAARD Maikel,BOGDANOVIČS Māris
PETRONAS Le Tour de Langkawi,2.Pro,30 September 2023,12:14,48.792,ME - Men Elite,156.5,2.PRO.Stage,UCI.WR.Pro.Stage,8.0,651.0,Setia Alam,Kuala Lumpur ,167.0,80.0,Sprint of large group,32.0,SYRITSA Gleb,BABOR Daniel,DE KLEIJN Arvid,WEEMAES Sasha,ABDUL HALIL Mohamad Izzat Hilmi,JACKSON George,ZANONCELLO Enrico,VIVIANI Attilio,SIRIRONNACHAI Sarawut,KREDER Raymond
Tour of Hainan,2.Pro,09 October 2023,10:00,45.306,ME - Men Elite,203.3,2.PRO.Stage,UCI.WR.Pro.Stage,65.0,2390.0,Changjiang,Sanya,179.0,48.0,Sprint of large group,,RASCH Jesper,EINHORN Itamar,DALLA VALLE Nicolas,BANASZEK Norbert,BOGDANOVIČS Māris,SEXTON Tom,KERGOZOU DE LA BOESSIERE Nick,POTOČKI Viktor,TZORTZAKIS Polychronis,BUDZINSKI Marcin
Tour of Hainan,2.Pro,05 October 2023,10:00,45.678,ME - Men Elite,92.6,2.PRO.Stage,UCI.WR.Pro.Stage,2.0,490.0,Qionghai,Qionghai,179.0,48.0,Sprint of large group,31.0,JACKSON George,DALLA VALLE Nicolas,CARSTENSEN Lucas,SALEH Mohd Harrif,JIANG Zhi Hui,BANASZEK Norbert,CONTI Valerio,HOPKINS Dylan,TZORTZAKIS Polychronis,JONES Taj
Tour of Hainan,2.Pro,06 October 2023,10:00,44.06,ME - Men Elite,215.5,2.PRO.Stage,UCI.WR.Pro.Stage,44.0,1631.0,Qionghai,Baoting,179.0,48.0,Sprint of small group,30.0,BERWICK Sebastian,SEVILLA Óscar,HERMANS Ben,CONTI Valerio,RAILEANU Cristian,HOLLYMAN Mason,BURNETT Josh,TRARIEUX Julien,PICCOLI James,VAN ENGELEN Adne
Tour of Hainan,2.Pro,07 October 2023,10:00,39.01,ME - Men Elite,122.6,2.PRO.Stage,UCI.WR.Pro.Stage,131.0,2299.0,Baoting,Wuzhishan,179.0,48.0,? km solo,28.0,PICCOLI James,SEVILLA Óscar,BERWICK Sebastian,CONTI Valerio,HERMANS Ben,TRARIEUX Julien,QUARTUCCI Lorenzo,LOZANO David,BURNETT Josh,HOLLYMAN Mason
Tour of Hainan,2.Pro,08 October 2023,10:00,41.969,ME - Men Elite,147.1,2.PRO.Stage,UCI.WR.Pro.Stage,68.0,2253.0,Wuzhishan,Changjiang,179.0,48.0,Sprint of large group,,DALLA VALLE Nicolas,TRARIEUX Julien,JACKSON George,BANASZEK Norbert,BUDZINSKI Marcin,RAILEANU Cristian,POTOČKI Viktor,BEADLE Hamish,MAIKIN Roman,BOGDANOVIČS Māris
Tour of Hainan,2.Pro,09 October 2023,10:00,45.306,ME - Men Elite,203.3,2.PRO.Stage,UCI.WR.Pro.Stage,65.0,2390.0,Changjiang,Sanya,179.0,48.0,Sprint of large group,30.0,RASCH Jesper,EINHORN Itamar,DALLA VALLE Nicolas,BANASZEK Norbert,BOGDANOVIČS Māris,SEXTON Tom,KERGOZOU DE LA BOESSIERE Nick,POTOČKI Viktor,TZORTZAKIS Polychronis,BUDZINSKI Marcin
World Championships ME - Road Race,WC,06 August 2023,09:40,44.267,ME - Men Elite,271.1,Worlds.RR,UCI.WR.WO,73.0,3385.0,Edinburgh,Glasgow,2.0,1115.0,22.3 km solo,16.0,VAN DER POEL Mathieu,VAN AERT Wout,POGAČAR Tadej,PEDERSEN Mads,KÜNG Stefan,STUYVEN Jasper,DINHAM Matthew,SKUJIŅŠ Toms,BENOOT Tiesj,BETTIOL Alberto
World Championships ME - ITT,WC,11 August 2023,14:21,51.847,ME - Men Elite,47.8,Worlds.TT,UCI.WR.WO.TT,15.0,280.0,Stirling,Stirling,51.0,392.0,Time Trial,21.0,EVENEPOEL Remco,GANNA Filippo,TARLING Joshua,MCNULTY Brandon,VAN AERT Wout,OLIVEIRA Nelson,DENNIS Rohan,CATTANEO Mattia,BJERG Mikkel,THOMAS Geraint
National Championships Bolivia - Road Race,NC,14 May 2023,-,40.1,ME - Men Elite,150.0,Nationals.C3,UCI.WR.NC.B.RR,,,Villazón,Villazón,749.0,0.0,,,GONZÁLEZ Freddy,ALAKA Ivan,RODRIGUEZ Wilber,HOYOS Angel,RODRIGUEZ William,JEREZ Miguel Armando,,,,
National Championships El Salvador - Road Race,NC,14 May 2023,-,37.43,ME - Men Elite,156.8,Nationals.C3,UCI.WR.NC.B.RR,,,San Salvador,San Salvador,749.0,0.0,,,JOYA José Dagoberto,RODRÍGUEZ Brandon Ulises,MENDOZA Bryan Fernando,HURTADO Josué Oswaldo,ORELLANA Alfonso Vladimir,GARCÍA José,ORTIZ Alfonso Efrain,GUARDADO Gregory,MARTÍNEZ Benjamín,MENDOZA Josue
National Championships Panama - Road Race,NC,28 May 2023,-,,ME - Men Elite,0.0,Nationals.C3,UCI.WR.NC.A.RR,,,,,751.0,0.0,,,LORENZO Randish Abdul,ARCHIBOLD Franklin,GUERRA Sandi,HERNANDEZ Nolberto,ESPINOZA Bolivar,STRAH Alex Antonio,GÓMEZ Yelko,CARRILLO Rafael Armando,VEGA Cristofer,TREJOS Richar Antonio
National Championships Honduras ME - ITT,NC,03 June 2023,-,43.722,ME - Men Elite,32.5,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,752.0,0.0,Time Trial,,CASTILLO Cesar,CHEVEZ Cristian,BACA Marco,RODRIGUEZ Oscar,VALENZUELA Juan Angel,AREVALO Jefry Uriel,,,,
National Championships Trinidad & Tobago ME - ITT,NC,03 June 2023,-,51.429,ME - Men Elite,35.2,Nationals.C3.TT,UCI.WR.NC.B.TT,,,Wallerfield,Wallerfield,752.0,0.0,Time Trial,,CAMPBELL Akill,WOODS Tariq,DE COMARMOND Enrique,TREPTE Liam,MOUTTET Benjamin,GRANDERSON Jean-Marc,ALEXANDER Nathan,COSTA Guy,HAMILTON Tesfa,PEREIRA Dariel
National Championships Trinidad & Tobago ME - Road Race,NC,04 June 2023,-,,ME - Men Elite,103.0,Nationals.C3,UCI.WR.NC.B.RR,,,Couva,Couva,753.0,0.0,,,BURNETTE Maurice,MOUTTET Benjamin,DE COMARMOND Enrique,CAMPBELL Akill,TREPTE Liam,ALEXANDER Nathan,FRANCIS Adam,WILLIAMS Justin,JOSEPH Mark,OGISTE Marc
National Championships Nicaragua ME - ITT,NC,11 June 2023,-,46.672,ME - Men Elite,30.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,El Timal,El Timal,762.0,0.0,Time Trial,,VANEGAS Argenis,VALLE Larry Renys,JEREZ ARGEÑAL Jefersson José,CABALLERO José,HERNANDEZ Oscar Danilo,CERRATO Yader Alexander,GONZALEZ Bryan Miguel,URIARTE Leenar Antonio,ROJAS Henry Antonio,RAMIREZ Jaime Gabriel
National Championships Antigua and Barbuda ME - ITT,NC,17 June 2023,-,40.017,ME - Men Elite,25.7,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,767.0,0.0,Time Trial,,MARSH Robert,BRIDGES Jyme,KELSICK Jeffery,GAYRAL Emmanuel,PETERS Delvin,WEATHERED Sean,MACK Newell,,,
National Championships Grenada ME - ITT,NC,17 June 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,,,767.0,0.0,Time Trial,,WALTERS Red,SCOTT Danny,FRANCOIS Sheldon,ALEXIS Kevin,,,,,,
National Championships Montenegro ME - ITT,NC,17 June 2023,-,,ME - Men Elite,0.0,Nationals.C3.TT,UCI.WR.NC.B.TT,,,Danilovgrad,Danilovgrad,767.0,0.0,Time Trial,,CEROVIĆ Goran,RADUNOVIĆ Aleksandar,MILONJIĆ Slobodan,MILOS Mikic,LAZAREVIĆ Miloš,BULATOVIĆ Momir,ŠESTOVIĆ Milorad,DAŠIĆ Milić,TEPAVČEVIĆ Zoran,
